user,date,rating,review,page_url,date_scraped,source,attraction
Daniel Giovanni,2017,8,"Wahananya seru2 sih, tapi masih ada yg kurang lengkap","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Ratna Juwita,2018,10,sangat bagus dan selalu layak untuk dikunjungi,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Bety Lavea,2020,10,Saya senang bagus sekali tempatnya,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
rizal nuhensyah,2020,10,Kerennn abisss,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Willy Wiyogo,2020,10,Tempat liburan keluarga menyenangkan,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
admin dua,2020,10,"Keren, bersih, berkesan, puas main di sini sama keluarga, kapan ya bisa ke sini lagi 🐨🐨🐨🐨🐨🐨🐨🐨🐨🐨🐨🐨🐨🐨","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Sri Ulina,2019,8,Menarik,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Hendri,2019,10,Wahana permainan nya keren keren,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Redi TS,2019,8,Tempat yg keren buat liburan...,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Nur Alifiah Qabliyanti,2019,10,Sangat bagus untuk berfoto dan bermain,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Fatimah Sahab,2019,10,Kl pas liburan kesini Ampyuunn dehh antrinya,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Lily Rose,2020,10,Harus banget kesini.,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Isnani Spdi,2019,10,Top bgt..puas bermain di universal studios singapore,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Arinda Weddinia,2019,10,Menyenangkan sekali di tempat ini. Bagus banget,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Agus Salim,2019,10,Fasilitas nya sangat bagus dan nyaman,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Khusus Traveling,2018,8,Mantap serta puas banget cuman kurang luas.,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Aku Suka,2020,10,"Antri lumayan panjang, panas, bersih","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Erlin Hikmawan,2019,10,tiap orang ke siangapore kayaknya pernah foto disini.,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Layyin Wati,2016,8,Kmn y ruangan yg biasanya dibuat shoting film?,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Rommy Isa,2018,8,Sebetulnya ga beda jauh sama sarana di Dufan,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Ahmad Jaini,2019,10,Negara tertib aman nyaman n sejahtera...,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Rudi Hermanto,2019,8,"Pernah ke universal studio beberapa bulan yg lalu,,, menyenangkan","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Labora Silaban,2020,10,Bagus buat tempat wisata,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Dodi Rahmadsyah,2020,10,Salah satu Tempat bermain terbagus diasia,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
