Yilin,Reviewed: 6 Feb 2021,5.05.0Superb,,Very enjoyable stay at W hotel. Staffs are all very friendly. Food is nice. Bread and their butter is awesome. Free bfast buffet is in quite a large portion each so can’t really try many different kinds. Nevertheless food is awesome,
meng tat,Reviewed: 2 Feb 2021,5.05.0Superb,,"Great service, nice food and great weather. Thanks W Hotel...",Translate Review To English
Yunita,Reviewed: 1 Feb 2021,5.05.0Superb,,"It was a fantastic staycation at W Sentosa. We upgraded our room from Marvelous Suite to Away Suite room for celebrating our baby's birthday. The room was amazing, spacious with living room and private plunge pool. W team sent us some welcome fruits, W NY Cake, 5 balloons Complimentary (We ordered another 10 ballons) and birthday poster. The cake was really good! The bathroom also good, because the bathub was so big. The minus only at breakfast, we had to wait for a long time just to enjoy a singapore laksa, seasonal fruits and croisant that we already ordered before. 40 minutes not come, so we decided to leave the resto without enjoy the breakfast (btw, the resto for breakfast was not crowded).",Translate Review To English
Wei Chee,Reviewed: 27 Jan 2021,5.05.0Superb,,"Excellent hotel, great service and a nice location for our weekend staycation. Lot's of things to do in sentosa. Highly recommended",Translate Review To English
Natalie,Reviewed: 19 Jan 2021,4.05.0Great,,"The food was meh at best, even when you use the vouchers provided. Hotel was abit old already (the hot water at the jacuzzi pool was not working so was very cold) but the facilities were not bad. The bathrobe was the best thing at the hotel but unfortunately they were being sold at $200 a piece.",Translate Review To English
Shi Ling,Reviewed: 18 Jan 2021,5.05.0Superb,,"Booked for 2D1N staycay with frens, we had 2 rooms and W had kindly arranged both rooms to be nearby to each other. Package included breakfast and afternoon tea, food is normal but experience is good. Room is spacious, love the facilities like the gym and indoor/outdoor pool and enjoy the stay. Will recommend to others.",Translate Review To English
Christian,Reviewed: 12 Jan 2021,5.05.0Superb,,Great value for a 5 star hotel. The service was amazing and the experience was memorable!,Translate Review To English
Thye Eng,Reviewed: 9 Jan 2021,5.05.0Superb,,"Great deal, comes with breakfast and high tea package",Translate Review To English
Wing Ki,Reviewed: 31 Dec 2019,4.55.0Superb,,?????????????????????????????????????????????????????,Translate Review To English
Chui Yin,Reviewed: 15 Dec 2019,4.25.0Great,,??????????????????24??????????????????????????,Translate Review To English
Cheng Ju,Reviewed: 7 Nov 2019,4.25.0Great,,?????????????????????????????????????????,Translate Review To English
He Fang,Reviewed: 2 Nov 2019,4.55.0Superb,,?????????????????????????????????????????,Translate Review To English
Qiu Su,Reviewed: 24 Sep 2019,4.55.0Superb,,???????????????????????????????????????????????????????????,Translate Review To English
Gu Xiuying,Reviewed: 18 Sep 2019,4.25.0Great,,??????????????????????????,Translate Review To English
Xuan Ping,Reviewed: 28 Aug 2019,4.25.0Great,,???????????????,Translate Review To English
Ferne Castillo,Reviewed: 24 Aug 2019,4.25.0Great,,"The atmosphere, all the people staying at the hotel are polite, the facilities are clean, and the staff are very friendly.",Translate Review To English
Kiara Hanson,Reviewed: 16 Aug 2019,4.25.0Great,,"The hotel was quite gorgeous and bubbly, and I enjoyed the extraordinary atmosphere.",Translate Review To English
Francis Blackmore,Reviewed: 12 Aug 2019,4.25.0Great,,"Even in Sentosa, it was a quiet and nice atmosphere because it was a hotel in a residential area.",Translate Review To English
Dora Connor,Reviewed: 10 Aug 2019,4.55.0Superb,,"The facilities are the latest luxury and very good, but there is a problem with operation.",Translate Review To English
Justine Callaghan,Reviewed: 23 Jul 2019,4.55.0Superb,,"A variety of delicious breakfasts, a designer hotel for young couples.",Translate Review To English
Izaac Pike,Reviewed: 22 Jul 2019,4.55.0Superb,,"Facilities are enriched with gym, spa and pool. The room is also very luxurious.",Translate Review To English
Eshaal Gilliam,Reviewed: 22 Jul 2019,4.55.0Superb,,Good atmosphere! Enjoy a relaxing mood.,Translate Review To English
Ella-Mae White,Reviewed: 16 Jul 2019,4.55.0Superb,,The pool was not too crowded and I enjoyed it as if it were a private pool.,Translate Review To English
Dominykas Albert,Reviewed: 22 Jun 2019,4.25.0Great,,This was a hotel where people could relax without being trashed.,Translate Review To English
Marni Ellwood,Reviewed: 12 Jun 2019,4.25.0Great,,It feels like a vacation because you can spend time away from the city. And the interior is cool..,Translate Review To English
Karishma Wardle,Reviewed: 5 Jun 2019,4.25.0Great,,"Beautiful lobby, room, pool. It was great to relax at the pool bar.",Translate Review To English
Kobe Bryant,Reviewed: 4 Jun 2019,4.25.0Great,,"The pool was huge, my daughter was very happy, and the breakfast was very varied and delicious.",Translate Review To English
Amelia Salas,Reviewed: 2 May 2019,4.25.0Great,,I think it is a good location and hotel grade to get a more tropical feel in Singapore.,Translate Review To English
