DELIMITER SEPARATION,web-scraper-order,web-scraper-start-url,user,date,rating,review
150,1650540346-150,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Triana R. B. R.,30-Oct-21,9.4,"Check I/O could have been a better process. We were coming from the carpark so when we entered the lobby there was no specific instructions or a line to show us the way for check in. People seen sitting on the sofas some were lining up at the front desk. The machine to check in wasn't able to detect booking either So the staff had to eventually help me out manually. But can I say that the staff were extremely patient and so kind despite the busy peak hours. Very polite and whenever we called for assistance from the room, the service came within 5 minutes. The room was so big as well! Amazing view facing Harbourfront! Breakfast isn't buffet style but there ' s a menu for you to choose the mains. Keep in mind that the restaurant is not in Equarius OK! You gotta take the cute buggy at the entrance and they'll bring you to the other hotel. Love the ride, I think its super worth it. Highly highly recommend! Especially for family, would definitely come again. A huge shout out to the staff for making the stay fabulous 👍🏽."
151,1650540346-151,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Andrade A.,6-Aug-21,9.4,"My 3D2N staycation was truly awesome and fuss-free. We were offered a high level twin bed room with adventure cove/cable car view. The service team was very welcoming and attentive from the get-go. There is a free buggy shuttle to bring you to and for from Hotel Michael Lobby. The booking of facilities was smooth and done in a minute. I highly recommend Equarius hotel for couples, families with kids & friends. Hope to come back for another round of staycation with connecting rooms."
152,1650540346-152,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Ong S. G.,23-Jul-21,8.7,"Overall satisfactory stay on a weekday. Booked a deluxe room and the room was really spacious and quite clean. Bed was quite comfortable. Needed to book a slot for the swimming pool with not much hassle. Downside is that check in was abit late, could only check in close to 3.45pm although we have arrived at our timeslot of 2pm to 3pm. Hence had to skip some of our plans. Also to our disappointment, not much restaurants were open at RWS on a weekday (this was before phase 2HA when dining in was still possible). Breakfast at Hotel Michael was acceptable."
153,1650540346-153,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Yeo L. K.,6-Jul-21,6.3,"The service/replies from the customer service officer at check in could be improved. Moreover, they are unable to prepare any form of celebration for birthday."
154,1650540346-154,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Rosalind C. S. C.,30-Jun-21,9.1,"Everything except the checking in process was great! Nice clean room & very friendly staff. Though need to travel a bit to the main RWS area to have meals or attractions, shuttle or buggy service was only a short wait (within 10 min). However the check in process was very long, wasted 2 hours just waiting to register as there were only 2 counters for normal check in and 2 counters for VIP. It was very tiring wait especially with sleepy young children."
155,1650540346-155,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Esther L.,30-Jun-21,5.7,"We were supposed to check out at noon with prior approval from front desk. However we were locked out of the room at 11.15am after we returned from swimming. Drenched in wet swim wear and I waited outside the room when my husband went down to front desk to seek help. It took them 15 minutes at the reception and finally someone accompanied my husband and opened the door. Left with 30 minutes to noon, we had to rush through a quick shower and packing. The staycation surely wasn't a pleasant experience. No one told us that we need to validate the room key when we requested for late check out."
156,1650540346-156,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Audrey C.,28-Jun-21,8.5,"There was around 30-45min wait during check-in and room were not ready yet at 3pm. Waited for another 30min to get the room key. Awesome room, big and spacious which accommodates 5 of us. They forgot to setup the roll-away bed but a call to concierge before dinner and it was done when we got back. Pool is also great but only limited to 1 spot of 45min only per day. The only disappointing thing is that we couldn't book pool slot for the next day until you have utilized the slots and by the time we call concierge to book no more slots were available. Overall good experience with staffs at Equarius."
157,1650540346-157,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Reni Y.,27-Jun-21,9.7,"Great place for staycation. Room and bathroom are large and clean. Friendly staff and excellent service. Hotel prepared lovely birthday decoration. As we came to celebrate my birthday. Appreciate it 🙏🏻 We had a good time, especially my daughters. They loved the swimming poll. Definitely will book again for our next staycation. Recommended 👍"
158,1650540346-158,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Muhammad S. B. S.,25-Jun-21,9.4,We booked the hotel for our honeymoon and love it so much! It's so big and spacious! The toilet is awesome! The staff set up our bed and even personally sign the card to wish us on our marriage. We'll be back soon!
159,1650540346-159,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Sharon L.,22-Jun-21,8.5,"Overall experience was good but it would be truly awesome if we didn’t take that long to check-in. We waited for an hour from queue in the lobby to no queue. Finally someone approached us again after our countless checks with the reception whether our rooms are ready. It seems we have asked for adjoining rooms during our booking and it May not have gotten registered though their was an acknowledgment given. Housekeeping was still cleaning up the rooms. We were than put in a holding room while waiting for the rooms after another 20 mins check between reception and housekeeping. Nonetheless we appreciated the efforts. When we finally got to the rooms, one of the rooms smelled funny and I hope it was not becos we had rushed them for the housekeeping and they didn’t manage to do a thorough job. However this is our second visit to the hotel because we have like it from our first visit. Hope they can look into these improvement to make the experience truly awesome."
160,1650540346-160,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Effie E.,16-Jun-21,8.5,"Room was really huge. Pool was not fantastic, maybe because of all the fallen leaves and algae-plagued sun loungers. Hotel was clearly understaffed, we had to queue and wait quite a while before the only two staff in the whole reception area could attend to us, probably because the self-check-in machine could not detect lots of bookings. Understand that it’s covid season so checking in and out is crucial, however when we had to go swimming, we did not bring anything with us and we’re stranded with staff insisting that we need the physical ID or soft copy on our phones. We had checked in earlier and staff at the entrance had laptops with all our names and details, unsure why they couldn’t check their and than. Unpleasant experience for that. I would say the staff are courteous but hotel management was not good."
161,1650540346-161,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Mira M.,9-Jun-21,9.7,Best Staycation ever. All the staff are so friendly. We were here to celebrate our honeymoon and got a complimentary ben and jerry ice cream as a treat!
162,1650540346-162,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Nurezlia N.,4-Jun-21,9.7,Spacious room. Great view. Friendly staff. Easy check-in. Big pool.
163,1650540346-163,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Indri H. A.,3-Jun-21,9.7,Room is spacious. Good for family getaway.
164,1650540346-164,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Koh W. S.,26-May-21,6,"Quite a bad experience with this hotel, 1) Have sent request to this hotel for early check in at 2pm but they were late and informed that this early check in means I can come to hotel at 2pm to wait. 2) I have booked the hotel stay and basis app, it was mentioned that the check out time is 12pm but this hotel informed that the supposed check out time is 11am but they are giving us a favour to check out at 12pm. Overall quite a bad experience with this hotel and will not stay here anymore."
165,1650540346-165,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Muhammad H. B. R.,21-May-21,9.7,Spacious room! The kids loved it. Friendly and helpful staff! Convenient buggy rides to RWS. Booking of swimming pool slots was a breeze. Thank you for the pleasant stay!
166,1650540346-166,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Liang Z. M.,21-May-21,7,"The rooms were really good, but due to covid there were a lot of restrictions. We came as an extended family of 8 but could not go to each other’s rooms unless we were registered in each room which was way too troublesome. And breakfast was at Hotel Michael which required a buggy ride over. Sigh, it took us more than a year to finally be able to arrange this staycation together, but it was such a frustrating experience. Can’t blame the hotel, but damn Covid!"
167,1650540346-167,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Teh Y. Y.,20-May-21,9.4,My stay at Equarius hotel was memorable! Check in was smooth and easy and buggy service to and fro Sentosa RWS was convenient. The room is big with a sofa and round table for dining inside. Overall it is a relaxing and comfortable stay at Equarius hotel and thanks to the service staff that made it possible!
169,1650540346-169,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Lim H. S. A. G.,20-May-21,9.1,"Room was very clean and spacious, better than expected. The staff were rly nice as well"
174,1650540346-174,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Matt C.,18-May-21,5.7,"Big room. Normal deco. No in-house services. Have to travel for food, entertainment etc. Nothing interesting in hotel. Have to walk a long distance from lobby to lift to rooms."
175,1650540346-175,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Kathryn T.,15-May-21,6.3,"I really enjoyed the room, the bathroom has a huge bathtub which can fit two people comfortably. However, there are no bath salts provided, you will have to get your own. The amenities provided are 2-in-1 hand & body wash and 2-in-1 conditioning shampoo. The balcony has a great view of the cable car, beautiful especially in the evening. I spent a lot of time sitting outside to relax with some drinks. There is no room services options at all, you have to get your own food, or order via food delivery. The nearest food options are at Hotel Michael, which is a 5 minutes shuttle bus away. I gave this hotel overall unsatisfactory as the check in was not smooth and coordinated from the start. Upon booking, my requests for early check-in at 12pm was acknowledged by the hotel. I understand that it is still subject to availability but on the day itself, even when I arrived at 2:30pm, I can only check in at 3:30pm. I was given a queue number to wait for check-in. After 15-20 minutes, I was attended by Eugene which brought me to a self check-in station. I faced some issues with registration as they could not find my Booking ID, but when I eventually finished registration, I was told to wait to receive a SMS when my room is ready. The weather was really hot, I was thirsty and I just wanted to check in already. After 30-40 minutes, my room key is finally ready for collection. I asked for directions on where to collect, and was told to go to the concierge. When I went to the concierge, the staff told me to go the check-in area. (?) I had to walk around with my heavy bag for another 10 minutes because the staffs were directing me everywhere. When I finally check in, my partner which was sharing the room with me, said that I had to go down and pick him. Yet earlier, the hotel staff Eugene had informed that once I registered a room guest, I do not have to go down and pick them. They can self-check in upon arrival and be given a room key. After finally being able to check-in, I went down to pick up my partner. All these poor communication led to a very unsatisfactory check-in experience. I understand that we have to be extra vigilant during this covid period, however I did not face such frustration at other 5 stars hotels. I hope they can improve on their staff communication and check-in procedure. Besides that, I would still recommend this hotel as a great getaway due to its location."
176,1650540346-176,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Janice L.,15-May-21,9.4,"Thank you to the team @ Equarius hotel for the great hospitality. From the moment we checked in, service was impeccable. It was little #JEO ‘s 4th birthday celebration and he had requested for a “hotel stay” (kids these days!) and so when Ms Jesslyn at the front desk knew about this, she gifted us with gifts for the little ones. #JEO was over the moon to have not 1 but 4 ice cream cups to start off his holiday! The staff were so attentive and we must applaud Ariel who was always greeting us with a smile - in spite of the mask, we knew he was always smiling from the spring in his step and the chirpiness of his voice. We met so many lovely guests too at the hotel - one of the families even gifted #JEO with his first cable car figurine as a birthday gift! We were really amazed at the sheer size of the room - 51 sq m was a great amount of space for 2 young kiddos to play and roam around! The size of the bathroom was perfect too! The only gripe we may have would be a suggestion for the hotel to include / provide bath amenities for young children / infants? You guys had a baby bath tub and a cot but didn’t have any bathing amenities for kids! This was a first I’ve encountered for a local staycation - even business hotels we’ve stayed in had amenities for children. Nonetheless, it was otherwise a very very lovely stay for us, glad we had a good time before CB- lite commences. Thank you Ms Jesslyn and your team for being ever attentive to us. Even the operator was always so delightful to talk to. From front desk to housekeeping, we had so many different encounters with the lovely hospitality team. So kudos to the management for incorporating a culture that percolates genuine happiness from the bottom up so we would enjoy our stay as guests."
177,1650540346-177,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Wendy L.,14-May-21,9.4,So far one of the best hotel i've stayed in. Would love to have another stay if I have the chance.
178,1650540346-178,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Yvonne L.,13-May-21,9.7,Great experience with Equarius! The room is very spacious with good views 😊 The frequent shuttle bus service makes it very convenient to travel between the forum and the hotel.
179,1650540346-179,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Wong L. S.,13-May-21,9.1,"The hotel is of high standard in terms of cleanliness and services. The place is close to natural, ideal for honey moon or stay away from the city. The package deal is value for money including dinner and breakfast. The swimming pool is so nice . We enjoyed our stay."
180,1650540346-180,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Anthony S.,13-May-21,8.5,Good experience. Staff friendly and patient. Free parking could have been better expanded to cover parking within all of Resorts World Sentosa
181,1650540346-181,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Clarence C. K.,11-May-21,8.4,"Pros: Rooms are really big and comfy, shuttle buses to other entertainments, the rooms are sanitized (feeling safe) Cons: Need to travel out to other entertainments, no toiletries for kids. no snacks for kids, some dust can be found on the bed headboard, bathroom tv not working, required to travel out for the free breakfast Overall: still happy with our stay with Equarius Hotel and will definitely come back again despite of the minor issues."
182,1650540346-182,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Chantal D. S.,7-May-21,4.8,"Wasn’t able to check in early, went in at usual check in time 3PM but was told the room was not ready yet. The check in area was very crowded, looks like early check in wasn’t possible. After one hour of waiting, we went back to ask and was told the room is still not ready. But by then most of the guests were cleared. Pretty unfair that we were held back for so long, we asked when would it be ready and the staff couldn’t answer us, said latest by 5PM. Usually check out time for most hotels is 12pm but this hotel was 11am. 4 hours to prepare rooms were not enough on a weekday? End up need 6 hours? On previous staycations there were times we were denied late checkout in order to prepare for the next guest’s room, where was this preparation? They told us 1PM was the latest checkout they could give, which was essentially giving us back the 2 hours they took from us. We couldn’t put our bags down and go explore sentosa in 2hours. Even if we could, they couldn’t tell us only after 1.5h when our room will be ready. Giving us back the time they took from us was not enough, it should have been a given since it was their error. When we asked if there was more that could be done for us like dining credits or upgrade or later checkout, they said no. That is really bad service when it’s my friend and mine’s special day to celebrate my graduation but instead my day of planned activities were thoroughly ruined. Giving us 2 hours more of hotel wouldn’t have remedied our compromised plans. After we checked into our room we called the guest service to ask again if something could be done and they said they would call us back. They in fact never called back. Furthermore, we asked for a knife to cut some fruit but were told there were no sharp items as part of their policy. Seriously? There was also no conditioner and laundry bags which I thought was a given. I used to bring those until 5 hotels I’ve been to provided them. This is a small matter but still we were somewhat inconvenienced. The room was great, but what horrified us was that there were dead flies found on the bathtub overnight. The tub was big and spacious which we enjoyed but finding flies on it the next day was gross. They also didn’t bother to cover the mattress. When we asked for more tea, they gave them to us in a trash bag. Overall very disappointing service, which we expected more since it’s a sentosa staycation. Undeniably the room was big and nice except for the lack of some stuff provided and the dead flies. Poor service and lack of preparation really ruined our staycation experience. We expected more since it’s sentosa and meant to be more ‘atas’. Also instructions to get here were not accurate, we spent an hour walking around trying to find the place until we were told you can’t even walk there and need to take another shuttle service that is not advertised or shown publicly. The directions given on the website are not good enough. What was very apparent was that the staff didn’t care about us. We are relieved our 2 hours were given back to us, but the coldness towards us when we asked for more were not appreciated (they initially wanted to give us 1 hour back only). We felt like we didn’t ask for much, we just wanted a gesture or token for the severe inconvenience and unhappiness they caused us. It’s a staycation meant for us to relax but we were kept stalled and idling when we had a whole day planned for us (I.e. go to the beach then have dinner - instead just have dinner cause no time to go to the beach else too late to have dinner, and then it rained the next day so can’t go to the beach) Felt like it was a waste of the SRV voucher, without the app deal to cover some of the costs, we would be way more infuriated. Still, $131 was a waste of money, I can definitely get better service and experiences from other 5 star hotels with the same money with SRV and app deals. Though the room is spacious and nice, our experience is screaming otherwise especially with the flies. Both my friend’s skin and mine broke out the next day, making us question the cleanliness of the place or the sheets since our room took that long to get ready. The shortage of staff probably was so that the rooms were not even thoroughly cleaned. Not sure if this is typical of Sentosa hotels but most likely not coming back here again. Seriously, I expect this kind of experience or service from a 2 star hotel, or even 3 star hotel staff service. The staff were not even apologetic. The safe distancing ambassadors and shuttle staff were even friendlier than the hotel staff"
183,1650540346-183,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Catherine T.,5-May-21,6.7,"Hotel room is fine and facilities good. But staff was not efficient due to miscommunication or overworked I suppose. Waited for about 2 hours to check in; staff said one of our rooms had no bathtub which was incorrect. There are bathtubs for our 2 rooms. Requested for adjoining rooms, got them but one door linking our rooms was faulty and could not be opened at all. We did not bother to report anyway. My children were locked out of their rooms after their swim on the 2nd day as they thought they had checked out which was ridiculous. They apologised and gave us an extra hour to check out though. On the whole, just felt that the service fell short of our expectations given that the hotel is reputed to be one of the best in RWS."
184,1650540346-184,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Mok Y.,29-Apr-21,9.1,"Big rooms, big tub, excellent service, peaceful part of sentosa, our room had a great view of the cable cars"
185,1650540346-185,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,TAN S.,28-Apr-21,8.5,"Had booked a room with garden view, the scenery was awesome and beautiful. Room was spacious and clean, it was a great experience away from the city. Except had difficulties locating the hotel, it would be better if info of shuttle bus service is provided after the booking. Overall, it is a good experience^^"
186,1650540346-186,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Go Hui C.,28-Apr-21,9.1,"The bathrooms are great (no fighting during wash up time as there are two sinks) and the room size is a plus! Furnishings are plush, well maintained, and as each room has a balcony (mine overlooks the adventure cove waterpark), it truly feels like you are “overseas” for a while as compared to a staycation in town. Breakfast (need to take a shuttle to Hotel Michael) is decent if you need to fill your stomach but ok to skip too if you like to sleep in. Check in was a little slow and the need to check nice everytime you wish to go back to the room from the lobby is quite a hassle. The shuttle service from Monday 3.30pm onwards till Fri apparently is only provided via buggy rides (so you can still get a little wet when it rains). Only on weekends do they provide the 12 seater van for shuttle service."
187,1650540346-187,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Lin W.,28-Apr-21,9.4,The ambience of the hotel is awesome. We had an enjoyable stay. The staff made us feel welcomed and were very friendly to interact with.
188,1650540346-188,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Oh Seng L.,28-Apr-21,10,"Took the Island Joy deluxe room package with breakfast with dolphin. Loved the huge room with great sea view and dream bathroom. Swimming at the private villa area was great. Staff are very friendly, esp Ariel who sent us back and forth to dolphin island with a great smile. Enjoyed all the free buggy rides out to RWS. The breakfast with dolphin is super worth, esp during covid period now, you get exclusive time with them. The whole stay was a memorable experience."
190,1650540346-190,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Fong L. M.,28-Apr-21,9.7,- Clean and spacious room. - Thoughtful and helpful staff. - Nice view. Highly recommended. I would go back again
191,1650540346-191,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Rajagopal N. V.,3-Apr-21,8.5,I would highly recommend. Staying near to the nature.
,,,Jennifer L. Y. L.,14-Apr-21,6.1,"Pros: Spacious room Nice pool Cons - base on expectation of a 5 stars hotel: 1) Check in is such a hassle; reach around 2pm and was told to wait in a waiting area with a waiting number and when your number is called, you need to wait again near the check in counter, once its your turn for check in, they register you and tell me my room is not ready and I need to check later with the concierge at 3pm to see if my room is ready. Check with concierge at 3.05pm and was told its not ready and told me to wait for another 15mins. When I go back 15mins later, I was again told it is not ready and say to wait 5mins, when I go back 5mins later I was told to queue up for my turn, 20mins in the queue did I finally get my room. 2) Weird smell on the bed sheets. Not sure what detergent the hotel use but the smell is not pleasant. 3) There is a drainage smell in the bathroom. the bathroom is very big with a bathtub and a separate shower area, the stench come from there which after some investigation, I conclude the shower area might not have been use for awhile (who will use that if there is a bathtub available), I suspect the smell come up from the shower area drainage hole. 4) Tattered hand towel, I am surprised a 5stars hotel never screen through the towel they serve. 5) Dusty at some area in the room. Some area of the rooms are not clean up properly, the study table below the table is dusty. 5) Staff nor evenly distributed to work around. There are 4-5 staff around check in area and the secondary waiting area but only 3-4 check in counters are open. There are another 2 staff to check your ID at a narrow walkway towards hotel lift, do they need 2 person there since there is only 1 laptop doing the checking? How many checking do we need, Too many checks for my leisure stay not a relaxing staycation. Overall not worth the price, I pay almost $600 for 3d2n. I have been to other hotels during this period and the check in is a breeze and I was even given early check in from hotels busier than Equarius and I also saw quite a few hotel guest complaining the same thing."
,,,Li Minghui,15-Apr-21,10,"Service was great and the room was big. Due to the pandemic situation, buggy ride (with scheduled timings) was offered to and from between Equarius Hotel and Michael Hotel."
,,,Kinki T. J.,15-Apr-21,6.4,"As per hotel requirements, we reach to check in at 3pm but we only can to check in after 1 hour later. When you thought you going get your room, they told you that you can only have the room 1 hour later. It become 5pm then I am able to get the room. So I ask for late check out but only able to extend from 11am to 12noon. I checked in earlier than my friend, but she got her room first. No breakfast provided there. You need to take shuttle bus to RWS to get your breakfast fix. It is the season for cricket or some bugs. Keep flying around the balcony. It is very huge. Quite a few until I don’t even dare to see the view."
,,,Gan T. C. C.,16-Apr-21,9.7,Great hotel. Gym is at Hotel Michael which was small and a little out dated. Excellent service by the staffs.
,,,Shaiful R.,20-Apr-21,9.7,"Room is very huge, including toilet. Nice little balcony to hang out while watching sunset/sunrise. Very quiet and peaceful, good to recharge yourself. The pool area is huge. Enjoyed swimming. Only downside is that the breakfast is located in another hotel, although there’s shuttle service, a little hassle. It’s not ala carte buffet so you can actually skip the breakfast. And there are no room service. If they have, would be great. However, you can order from the restaurant around RWS so that’s pretty good"
,,,Roger L.,20-Apr-21,6,"no where to find food other than out of hotel via shuttle to another hotel. minimumly should have a food outlet for takeway if claimed is too small. room was not cleaned, merely touch and go"
,,,Chua S. P.,21-Apr-21,6.6,"I was given a room on the 5th floor, which doesn’t look like the photo in your website. The balcony is all concrete, whereas the photo shows otherwise."
,,,Erin L.,21-Apr-21,6.9,"The service was great, however the room I was in had issues with hot water that was intermittently unavailable. There were buses running on weekends, but it seems that the shuttle service changed to buggy on weekdays. Some queueing and waiting is expected as each buggy could only accommodate 4 to 6 pax. But the check in services was nice to accommodate as I had queried how would a consumer know as we rely on third party agents for full information when the booking was made."
,,,Leong W. T.,21-Apr-21,8.5,"Spacious room with high ceiling with cityview. Staff are friendly & helpful, definitely will stay at this hotel again."
,,,Yeo S. L.,24-Apr-21,8.5,"The hotel room is spacious and there's a balcony with nice view. Great for family staycations. But only flaw is maybe due to covid, the breakfast is served at another hotel and it is a little far from the main attraction area. Luckily the hotel provide free rides to hotel Michael where we can get to dining and other facilities."
