order,web-scraper-order,web-scraper-start-url,pagination,user,date,review
189,1650604794-189,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Antonius K.,8-Dec-18,Nice hotel and very convenient
190,1650604794-190,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,michael f.,29-Nov-18,"This hotel is perfect, nice room, nice location (inside sentosa island) , the location is awesome after you and your family tired of having fun in sentosa whole day, the hotel is several steps away; 1 weakness is that the wifi in the room is not too strong."
191,1650604794-191,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lim l.,27-Jun-18,"I like to stay at hotel Michael, every holiday i always stay there."
192,1650604794-192,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,wenny,26-Jun-18,Very close to universal and sentosa island
194,1650604794-194,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Monique F.,17-May-18,Very nice hotel... like to stay again next in this hotel
195,1650604794-195,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Budi S.,16-May-18,"Super experience, the presidential suite was awesome, the staff very much helpful, definitely the best hotel I’ve ever stayed in my whole life, bravo!"
196,1650604794-196,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Faisal S.,25-Apr-18,ik.imagekit.io
197,1650604794-197,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Octarina S.,1-Apr-18,"It was a great hotel near to USS, the hotel crew so helpful & nice"
198,1650604794-198,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ekalaya W.,22-Mar-18,"Great place, spacious room, great location both for dining and attraction. And great deal for 3d2n package, we're having so much fun."
199,1650604794-199,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Susanty,4-Jan-18,"The location is very convenient, unique room, love it, will be back again."
200,1650604794-200,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Danang H.,1-Jan-18,"The place was great, near USS and food places, a walk away from station. the room was big and clean"
201,1650604794-201,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Taufick I.,1-Jan-18,Great resort. it make all experience easier and closer
202,1650604794-202,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ayunda S. T.,13-Dec-17,"I already requested to have a room with king-sized bed, and got a double twin-bed instead. They say that the rooms with king-sized bed were sold out. Me and my husband were pretty disappointed since we went there for a romantic vacation. Overall, the quality of cleanliness and comfort of the room are worth the price. But the service, not so much."
203,1650604794-203,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Calvun W.,30-Nov-17,Worth it. Nice room. Will come back.
204,1650604794-204,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Tan B. L.,26-Nov-17,Staff are friendly and helpful
205,1650604794-205,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,thamrin i. j. s.,20-Nov-17,"The hotel are good, but the WiFi are to slow."
206,1650604794-206,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,felix w. s. j.,8-Nov-17,Great stay. Comfortable bed. Big room.
207,1650604794-207,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Yanti s.,3-Nov-17,Nice receptions. Free upgrade me to suite room
208,1650604794-208,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,CHRISTOFEL S. M.,26-Oct-17,"Nice, good location, good view, near to universal studio of Singapore, make my wife so happy."
209,1650604794-209,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Budiman,26-Oct-17,Perfect for family vacation and gambling
210,1650604794-210,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Maria H.,22-Oct-17,The hotel was good. They give what we request such as early check in. But the reception service not really good. For check in and check out it takes so much time.
211,1650604794-211,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,frandy,20-Oct-17,Good....best for family holiday.
212,1650604794-212,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Nathan L.,19-Oct-17,Love everything about it. My stay there was perfect. The staff were friendly and helpful. Thank you
213,1650604794-213,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Santi R.,16-Oct-17,Satisfied in everything. Thank you
214,1650604794-214,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Heriyanto,11-Oct-17,I’ll be back for sure to stay at this awesome hotel
215,1650604794-215,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Verina N. S.,5-Oct-17,"Great location! But we had to wait until 3 pm for our room. My husband and son were not feeling well, so we felt a bit upset."
216,1650604794-216,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Caroline o. m.,6-Aug-17,Not the first time stay here.
217,1650604794-217,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Caroline o. m.,6-Aug-17,"Rooms quite big, clean. Locations were great!"
218,1650604794-218,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,lim f. y.,2-Jul-17,Great house-keeping there!!!
219,1650604794-219,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ritawaty,1-Jul-17,Good hotel for family trip
220,1650604794-220,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,wiliyanto a.,8-Jun-17,The premium suite is very nice! Love it!
221,1650604794-221,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Feny I. S.,6-Jun-17,"Closest hotel to imbiah station in resorts world sentosa. Good view, nice interior, close walk about 10 minutes to SEA aquarium and to USS and merlion. You will get free handy cellular phone for internet and international calling. Surrounded by lots of fast food like KFC, Starbucks, 7 eleven, etc. check in 15.00 pm not negotiable. Check out 12.00 pm. Worth trying. Have fun."
222,1650604794-222,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ricky M.,15-May-17,"Great spacious room, and very comfy !"
223,1650604794-223,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Natan T. S. S.,14-May-17,Good place to stay. But the service take too long to respond
224,1650604794-224,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Deky P.,11-May-17,"excellent all about this hotel, room, bath room and else excellent"
225,1650604794-225,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Guest-axf6lm,4-May-17,need to improve the hot water cause not really hot
226,1650604794-226,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Mariana,8-Mar-17,Very welcome services. Nice and warm
227,1650604794-227,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Mira A. Z.,13-Feb-17,Love the big Suite room. We watched the fire work from the balcony
228,1650604794-228,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Luciana,10-Jan-17,"I love stay @ hotel Michael, recommended"
229,1650604794-229,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Loo C. T.,16-May-16,"They've got very poor house keeping and bad staff attitude. My toddler got bitten by bugs in the room all over his face, hands, palm, legs. We did not get good sleep. We suspect the hotel guest above our room is making full of noise in the middle of the night (11:30am to around 1pm) during our 2 nights stay."
230,1650604794-230,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Thomas,26-Mar-16,"Good location, nice staff and comfort bed"
231,1650604794-231,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ferry I.,16-Mar-16,Great location and friendly service. Too bad free wifi only limited to ONE device..
232,1650604794-232,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Phm N.,12-Feb-20,"Very nice Furniture made me impressed because it's all stone. Spacious rooms view high-rise is also beautiful. In general, apart from the chat price, everything is ok"
237,1650604794-237,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Beny S.,9-May-18,"Nice hotel, clean, very close to the attractions (uss, the cove, seaquarium) and also close to the monorail to vivo city. The lack of a WiFi signal in the room is very weak"
238,1650604794-238,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Cynthia K.,29-Mar-18,"Rooms smell bad, room cleanliness is lacking, pillows still want."
239,1650604794-239,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Rudy R.,16-Mar-18,"Good, satisfying, no obstacles when checking in."
240,1650604794-240,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Liza D. H.,6-Feb-18,We really like it because the clean and the service is pleasant
241,1650604794-241,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,ni Nyoman d.,25-Jan-18,"Good hotel for families, close to Universal Studios."
242,1650604794-242,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,sri a. k.,23-Jan-18,Very happy. Family vacation.
243,1650604794-243,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Toni T.,22-Jan-18,Overall okay just for very limited power outlet.
244,1650604794-244,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,ninik c.,22-Dec-17,"Best, very good location, walking distance to the game area at RWS. Lots of food and 7 eleven around. We stayed 2 nights, Hotel Michael gave surprise by Upgrading our room to suite room. Thanks to hotel Michael, made our holiday so much more memorable."
245,1650604794-245,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,frans h.,21-Dec-17,"The hotel is very close to the entertainment venue, the rooms are spacious and clean."
246,1650604794-246,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Supriyadi,29-Aug-17,"The location is very strategic, the employees are very friendly and helpful, many are fluent in the language"
247,1650604794-247,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lim l.,30-May-17,"Good deal, near universal studio and lots of games."
248,1650604794-248,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Fenty,5-Mar-17,Long service and the rooms smell of cigarettes.
249,1650604794-249,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,meri s.,29-Jan-17,I am very happy And like and clean
250,1650604794-250,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,meri s.,5-Jan-17,I like only tasty purse
251,1650604794-251,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Silvia,9-Jul-16,For family holidays very pleasant but small swimming pool.
252,1650604794-252,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ertha A.,26-Jan-16,"Good response, the location near the vehicle, close transport"
253,1650604794-253,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,winarto h.,23-Jan-16,"Nice, clean, close to the tranquil, vivo and casino"
254,1650604794-254,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,lindawati s.,30-Oct-15,Very satisfying. Dberikan free room upgrade when I ordered a standard type.
255,1650604794-255,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Rudy S.,30-Jul-15,"Decent for families, from the location, comfort, safety and hygiene."
256,1650604794-256,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Tomy T.,16-Jul-15,Good view good night entertaiment
257,1650604794-257,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Anonim,20-May-15,"The hotel, very comfortable, the bathrooms are clean and the location is close to the casino"
258,1650604794-258,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Anonim,6-May-15,"For the room, its cleanliness pretty good view is also nice. its location in tranquil tengah2 which makes it easy to explore the tranquil island overall. his affection for the size of a place to stay, our family felt the rooms were available less calm, music played Nearby lake of dream is very disturbing because it sounded very loud in the room besides the sound of guests staying in the next room we also cuku interfere and heard quite clearly in kami..semoga room there is improvement of management michael hotels in RWS his forwards."
259,1650604794-259,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Anonim,21-Mar-15,Oke..dekat atmosphere with some theme park in the area Sentosa..kekurangan that I feel just the absence Free Wifi in the hotel area ..
