date,review,english_review
2018-03-01,"Tiket bisa anda beli online sebelum berangkat ketempat ini, bisa lebih murah. Tapi pastikan agen resmi tiket wisata agar tidak tertipu karena harga nya cukup mahal","You can buy tickets online before leaving for this place, it can be cheaper. But make sure the official tour ticket agent is not fooled because the price is quite expensive"
2018-03-01,"Tempat nya luas bersih tertata.. Wahana juga banyak, harga tiket masuk nya yang mahal.. Karena saya backpackeran ya jadi cuma foto saja depannya.. Kata orang yang pernah nyobain ke dalam wahana nya sih keren keren.. Untuk makanan cukup variatif.. Bagi orang indonesia yg tidak biasa dgn chinese food dan makanan dgn menu aneh ada Texas chicken sama McD. Untuk yang sudah tua yang sudah gak kuat jalan gak usah ke sini karena dijamin gak akan kuat. Because this place is very big. Tempat ini cocok untuk liburan keluarga apalagi buat yang banyak duit. Tapi kalau duitnya pas pasan tetep bisa ke sini, ya minimal foto foto lah kayak saya.. Over all i love it","The place is widely arranged ... a lot of rides, the price of admission is expensive ... because I backpackeran, so it's just a photo in front of it ... said the person who has tried it in the vehicle is cool ... for the food is quite varied ... For Indonesian people who are unusual with Chinese food and food with strange menus there is Texas Chicken and McD. For those who are old who are not strong, don't have to come here because they are guaranteed not to be strong. Because this place is very big. This place is suitable for family holidays especially for lots of money. But if the money is right when you can still come here, yes at least photos like me .. over all i love it"
2018-02-01,"Tempat ini sangat diminati oleh kalangan anak anak, remaka & orang dewasa, pada hari libur tempat ini ramai dikunjungi, sebaiknya ketempat ini tidak pada hari libur karena sangat banyak pengunjung yang mengantri wahana permainan","This place is in great demand by children, Remaka & adults, on holidays this place is crowded, this place should not be on holidays because there are so many visitors who queue up the game rides"
2018-02-01,saya kesini dengan anak anak. sangat senang karena bagus banget tempattnya. seruu nyaman juga buat anak,I came here with children. Very happy because the place is really good. Exciting is also comfortable for children
2018-02-01,"Pasti udah pada tau universal studio, tempat ini bener bener menyenangkan selain bersih bagus banget tempatnya","Surely already know the universal studio, this place is really fun besides being very clean, the place"
2018-02-01,"Singapore universal studio sangat rekomended untuk anak2,permainan anak2 nya sangat menantang,dan ada permainan lain yang lebih seru","Singapore Universal Studio is highly recommended for children, the children's games are very challenging, and there are other more exciting games"
2018-02-01,Universal studio number one at singapura. Destinasi wisata yang paling wajib di kunjungi saat ke singapura. wahana rekreasi keluarga. lengkap di sini. apa aja ada. wahana sea word. petualangan. taman bermain. apa aja deh. selamat bersenang senang,Universal Studio Number One at Singapore. The most mandatory tourist destination when going to Singapore. family recreation vehicle. Complete here. Anything. SEA Word Wahana. adventure. playground. anything. have a good time
2019-01-01,Alur cerita tentang anak kecil. Walaupun begitu pertunjukkannya worth it untuk di tonton. Permainan cahaya lampu 3D dan juga air sangat menakjubkan.,Storyline about small children. Even so the show is worth it to watch. 3D light and water games are also amazing.
2018-09-01,"Atraksi ini patut anda saksikan. Saya dtang kesini dgn istri & anak saya 2,5 thn. Berada di sentosa IsLand, Dari vivo city anda bisa naik sky train dgn ckup membayar 4$gd kLo tdak saLah /org (sudah pp, bsa turun dimna saja naik Lg). turunLah di beach station. Oiya, jika tdak saLah 2013 LaLu saya ke spore namanya Song of the sea, bukan Wings of time. Saya masuk ke daLam meLaLui gate 5, saya pikir tidak akan rame, ternyata yg nonton ramai sekaLi. Bahkan ada deretan bangku yg tertuLis ""RESERVED"".  Ini pertunjukkan yg keren bgt,,,atraksi dgn perpaduan suara, air mancur,dan Laser yg bercahaya.","This attraction is worth watching. I came here with my wife & child 2.5 years. Being in Sentosa Island, from Vivo City you can take Sky Train by paying 4 $ GD if it's not wrong /org (already pp, it can go down just up). Get off at Beach Station. Oh yes, if it's not wrong in 2013, I went to Spore, the name Song of the Sea, not Wings of Time. I went inside via gate 5, I don't think it would be crowded, it turns out that the one who watched was very crowded. There is even a row of benches written ""reserved"". This is a cool show ... attractions with a combination of sound, fountains, and radiant lasers."
2018-03-01,"Patut dikunjungi dan di tonton!  Dengan keunikan, kecanggihan dan atraksi yang menawan membuat wing of time ini patut anda dan keluarga rasakan.","Worth visiting and watching! With the uniqueness, sophistication and charming attractions make this wing of time should be you and your family feel."
